Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Houston,09/12/2021,1.0,Land Clark,Jacksonville Jaguars 21 @ Houston Texans 37,10,82,7,55,3,27,0,0
Denver,09/19/2021,2.0,Clay Martin,Denver Broncos 23 @ Jacksonville Jaguars 13,7,70,4,25,2,40,1,5
Arizona,09/26/2021,3.0,Shawn Smith,Arizona Cardinals 31 @ Jacksonville Jaguars 19,4,40,3,25,1,15,0,0
Cincinnati,09/30/2021,4.0,Brad Allen,Jacksonville Jaguars 21 @ Cincinnati Bengals 24,2,10,0,0,1,5,1,5
Tennessee,10/10/2021,5.0,Alex Kemp,Tennessee Titans 37 @ Jacksonville Jaguars 19,4,33,3,25,1,8,0,0
Miami,10/17/2021,6.0,John Hussey,Miami Dolphins 20 @ Jacksonville Jaguars 23,8,54,7,51,1,3,0,0
Seattle,10/31/2021,8.0,Adrian Hill,Jacksonville Jaguars 7 @ Seattle Seahawks 31,12,93,4,25,5,47,3,21
Buffalo,11/07/2021,9.0,Land Clark,Buffalo Bills 6 @ Jacksonville Jaguars 9,8,54,5,39,0,0,3,15
Indianapolis,11/14/2021,10.0,Tony Corrente,Jacksonville Jaguars 17 @ Indianapolis Colts 23,8,79,5,45,1,15,2,19
San Francisco,11/21/2021,11.0,Ron Torbert,San Francisco 49ers 30 @ Jacksonville Jaguars 10,8,56,3,20,4,31,1,5
Atlanta,11/28/2021,12.0,Carl Cheffers,Atlanta Falcons 21 @ Jacksonville Jaguars 14,6,43,3,20,1,5,2,18
LA Rams,12/05/2021,13.0,Clete Blakeman,Jacksonville Jaguars 7 @ Los Angeles Rams 37,3,39,1,10,2,29,0,0
Tennessee,12/12/2021,14.0,Bill Vinovich,Jacksonville Jaguars 0 @ Tennessee Titans 20,9,79,4,34,5,45,0,0
Houston,12/19/2021,15.0,Alex Kemp,Houston Texans 30 @ Jacksonville Jaguars 16,4,40,2,20,0,0,2,20
N.Y. Jets,12/26/2021,16.0,Tony Corrente,Jacksonville Jaguars 21 @ New York Jets 26,2,10,2,10,0,0,0,0
New England,01/02/2022,17.0,Adrian Hill,Jacksonville Jaguars 10 @ New England Patriots 50,3,25,2,10,1,15,0,0
Indianapolis,01/09/2022,18.0,Clay Martin,Indianapolis Colts 11 @ Jacksonville Jaguars 26,6,49,4,30,1,14,1,5
Totals,,,,,104,856,59,444,29,299,16,113
