Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Buffalo,09/08/2024,1.0,Tra Blake,Arizona Cardinals 28 @ Buffalo Bills 34,5,31,0,0,4,31,1,0
LA Rams,09/15/2024,2.0,John Hussey,Los Angeles Rams 10 @ Arizona Cardinals 41,5,52,3,23,2,29,0,0
Detroit,09/22/2024,3.0,Brad Rogers,Detroit Lions 20 @ Arizona Cardinals 13,4,30,3,20,0,0,1,10
Washington,09/29/2024,4.0,Craig Wrolstad,Washington Commanders 42 @ Arizona Cardinals 14,4,82,2,20,2,62,0,0
San Francisco,10/06/2024,5.0,Land Clark,Arizona Cardinals 24 @ San Francisco 49ers 23,1,5,1,5,0,0,0,0
Green Bay,10/13/2024,6.0,Alex Kemp,Arizona Cardinals 13 @ Green Bay Packers 34,13,100,6,45,6,40,1,15
LA Chargers,10/21/2024,7.0,Clete Blakeman,Los Angeles Chargers 15 @ Arizona Cardinals 17,3,15,2,10,1,5,0,0
Miami,10/27/2024,8.0,Clay Martin,Arizona Cardinals 28 @ Miami Dolphins 27,4,29,4,29,0,0,0,0
Chicago,11/03/2024,9.0,Carl Cheffers,Chicago Bears 9 @ Arizona Cardinals 29,2,15,1,10,1,5,0,0
N.Y. Jets,11/10/2024,10.0,John Hussey,New York Jets 6 @ Arizona Cardinals 31,5,58,2,15,2,28,1,15
Seattle,11/24/2024,12.0,Scott Novak,Arizona Cardinals 6 @ Seattle Seahawks 16,5,60,4,40,1,20,0,0
Minnesota,12/01/2024,13.0,Bill Vinovich,Arizona Cardinals 22 @ Minnesota Vikings 23,10,96,8,60,2,36,0,0
Seattle,12/08/2024,14.0,Clay Martin,Seattle Seahawks 30 @ Arizona Cardinals 18,6,49,5,44,1,5,0,0
New England,12/15/2024,15.0,Ron Torbert,New England Patriots 17 @ Arizona Cardinals 30,4,35,3,30,1,5,0,0
Carolina,12/22/2024,16.0,Adrian Hill,Arizona Cardinals 30 @ Carolina Panthers 36,11,82,6,34,2,24,3,24
LA Rams,12/28/2024,17.0,Brad Rogers,Arizona Cardinals 9 @ Los Angeles Rams 13,9,62,7,42,1,5,1,15
San Francisco,01/05/2025,18.0,Shawn Smith,San Francisco 49ers 24 @ Arizona Cardinals 47,1,5,0,0,1,5,0,0
Totals,,,,,92,806,57,427,27,300,8,79
