Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Seattle,09/04/2014,1,John Parry,Green Bay Packers 16 @ Seattle Seahawks 36,8,65,3,30,4,30,1,5
N.Y. Jets,09/14/2014,2,Walt Anderson,New York Jets 24 @ Green Bay Packers 31,3,35,1,15,1,5,1,15
Detroit,09/21/2014,3,Carl Cheffers,Green Bay Packers 7 @ Detroit Lions 19,5,30,1,5,2,10,2,15
Chicago,09/28/2014,4,Terry McAulay,Green Bay Packers 38 @ Chicago Bears 17,9,70,4,40,4,20,1,10
Minnesota,10/02/2014,5,Brad Allen,Minnesota Vikings 10 @ Green Bay Packers 42,5,30,2,15,3,15,0,0
Miami,10/12/2014,6,Bill Vinovich,Green Bay Packers 27 @ Miami Dolphins 24,4,44,1,13,2,26,1,5
Carolina,10/19/2014,7,Jeff Triplette,Carolina Panthers 17 @ Green Bay Packers 38,5,29,2,6,3,23,0,0
New Orleans,10/26/2014,8,Ed Hochuli,Green Bay Packers 23 @ New Orleans Saints 44,8,84,6,45,2,39,0,0
Chicago,11/09/2014,10,Craig Wrolstad,Chicago Bears 14 @ Green Bay Packers 55,5,50,1,10,4,40,0,0
Philadelphia,11/16/2014,11,Carl Cheffers,Philadelphia Eagles 20 @ Green Bay Packers 53,4,52,3,37,0,0,1,15
Minnesota,11/23/2014,12,Clete Blakeman,Green Bay Packers 24 @ Minnesota Vikings 21,8,75,4,35,3,25,1,15
New England,11/30/2014,13,Ed Hochuli,New England Patriots 21 @ Green Bay Packers 26,4,22,2,15,2,7,0,0
Atlanta,12/08/2014,14,Pete Morelli,Atlanta Falcons 37 @ Green Bay Packers 43,5,40,3,20,2,20,0,0
Buffalo,12/14/2014,15,Bill Leavy,Green Bay Packers 13 @ Buffalo Bills 21,9,70,4,30,3,25,2,15
Tampa Bay,12/21/2014,16,Terry McAulay,Green Bay Packers 20 @ Tampa Bay Buccaneers 3,5,40,3,20,0,0,2,20
Detroit,12/28/2014,17,Walt Anderson,Detroit Lions 20 @ Green Bay Packers 30,5,40,3,20,1,15,1,5
Dallas,01/11/2015,Divisional Playoffs,Gene Steratore,Dallas Cowboys 21 @ Green Bay Packers 26,10,87,4,30,4,42,2,15
Seattle,01/18/2015,Conference Championships,Tony Corrente,Green Bay Packers 22 @ Seattle Seahawks 28,5,45,3,15,2,30,0,0
Totals,,,,,107,908,50,401,42,372,15,135
