Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
N.Y. Jets,09/11/2023,1,Carl Cheffers,Buffalo Bills 16 @ New York Jets 22,5,40,3,20,2,20,0,0
Las Vegas,09/17/2023,2,Craig Wrolstad,Las Vegas Raiders 10 @ Buffalo Bills 38,4,30,2,10,2,20,0,0
Washington,09/24/2023,3,Land Clark,Buffalo Bills 37 @ Washington Commanders 3,6,45,4,35,2,10,0,0
Miami,10/01/2023,4,Adrian Hill,Miami Dolphins 20 @ Buffalo Bills 48,4,20,1,5,3,15,0,0
Jacksonville,10/08/2023,5,Shawn Smith,Jacksonville Jaguars 25 @ Buffalo Bills 20,11,109,4,40,5,52,2,17
N.Y. Giants,10/15/2023,6,Tra Blake,New York Giants 9 @ Buffalo Bills 14,7,51,3,20,4,31,0,0
New England,10/22/2023,7,Clete Blakeman,Buffalo Bills 25 @ New England Patriots 29,9,46,5,34,4,12,0,0
Tampa Bay,10/26/2023,8,Scott Novak,Tampa Bay Buccaneers 18 @ Buffalo Bills 24,9,86,3,20,4,46,2,20
Cincinnati,11/05/2023,9,Alex Kemp,Buffalo Bills 18 @ Cincinnati Bengals 24,5,49,3,29,2,20,0,0
Denver,11/13/2023,10,Bill Vinovich,Denver Broncos 24 @ Buffalo Bills 22,5,63,2,15,2,43,1,5
N.Y. Jets,11/19/2023,11,Alan Eck,New York Jets 6 @ Buffalo Bills 32,8,77,5,40,3,37,0,0
Philadelphia,11/26/2023,12,Shawn Hochuli,Buffalo Bills 34 @ Philadelphia Eagles 37,11,80,5,43,3,12,3,25
Kansas City,12/10/2023,14,Carl Cheffers,Buffalo Bills 20 @ Kansas City Chiefs 17,4,35,3,30,1,5,0,0
Dallas,12/17/2023,15,Craig Wrolstad,Dallas Cowboys 10 @ Buffalo Bills 31,1,15,0,0,1,15,0,0
LA Chargers,12/23/2023,16,Adrian Hill,Buffalo Bills 24 @ Los Angeles Chargers 22,7,64,3,32,2,20,2,12
New England,12/31/2023,17,Alex Kemp,New England Patriots 21 @ Buffalo Bills 27,4,32,2,15,1,7,1,10
Miami,01/07/2024,18,Alex Kemp,Buffalo Bills 21 @ Miami Dolphins 14,6,41,3,20,3,21,0,0
Pittsburgh,01/14/2024,Wildcard Weekend,Carl Cheffers,Pittsburgh Steelers 17 @ Buffalo Bills 31,2,24,0,0,2,24,0,0
Kansas City,01/21/2024,Divisional Playoffs,Shawn Hochuli,Kansas City Chiefs 27 @ Buffalo Bills 24,5,28,2,15,3,13,0,0
Totals,,,,,113,935,53,423,49,423,11,89
