Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Minnesota,09/09/2012,1.0,Robert Dalton,Jacksonville Jaguars 23 @ Minnesota Vikings 26,4,25,3,20,0,0,1,5
Houston,09/16/2012,2.0,David White,Houston Texans 27 @ Jacksonville Jaguars 7,8,71,6,45,2,26,0,0
Indianapolis,09/23/2012,3.0,Donovan Briggans,Jacksonville Jaguars 22 @ Indianapolis Colts 17,6,67,2,25,2,27,2,15
Cincinnati,09/30/2012,4.0,Ed Hochuli,Cincinnati Bengals 27 @ Jacksonville Jaguars 10,3,37,0,0,2,27,1,10
Chicago,10/07/2012,5.0,Ron Winter,Chicago Bears 41 @ Jacksonville Jaguars 3,6,49,4,28,1,15,1,6
Oakland,10/21/2012,7.0,Scott Green,Jacksonville Jaguars 23 @ Oakland Raiders 26,6,92,2,20,4,72,0,0
Green Bay,10/28/2012,8.0,Carl Cheffers,Jacksonville Jaguars 15 @ Green Bay Packers 24,7,77,1,10,6,67,0,0
Detroit,11/04/2012,9.0,Gene Steratore,Detroit Lions 31 @ Jacksonville Jaguars 14,3,40,1,5,2,35,0,0
Indianapolis,11/08/2012,10.0,Terry McAulay,Indianapolis Colts 27 @ Jacksonville Jaguars 10,10,115,5,50,3,35,2,30
Houston,11/18/2012,11.0,Clete Blakeman,Jacksonville Jaguars 37 @ Houston Texans 43,6,54,2,10,3,39,1,5
Tennessee,11/25/2012,12.0,Walt Anderson,Tennessee Titans 19 @ Jacksonville Jaguars 24,5,30,2,15,2,10,1,5
Buffalo,12/02/2012,13.0,Pete Morelli,Jacksonville Jaguars 18 @ Buffalo Bills 34,8,74,4,40,1,9,3,25
N.Y. Jets,12/09/2012,14.0,Al Riveron,New York Jets 17 @ Jacksonville Jaguars 10,7,54,3,20,2,19,2,15
Miami,12/16/2012,15.0,John Parry,Jacksonville Jaguars 3 @ Miami Dolphins 24,10,88,4,35,6,53,0,0
New England,12/23/2012,16.0,Jeff Triplette,New England Patriots 23 @ Jacksonville Jaguars 16,5,47,3,24,2,23,0,0
Tennessee,12/30/2012,17.0,Bill Vinovich,Jacksonville Jaguars 20 @ Tennessee Titans 38,7,35,3,14,3,15,1,6
Totals,,,,,101,955,45,361,41,472,15,122
