Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Indianapolis,09/10/2017,1,Ron Torbert,Indianapolis Colts 9 @ Los Angeles Rams 46,7,50,5,35,1,5,1,10
Washington,09/17/2017,2,Jerome Boger,Washington Redskins 27 @ Los Angeles Rams 20,7,75,3,30,2,30,2,15
San Francisco,09/21/2017,3,Jeff Triplette,Los Angeles Rams 41 @ San Francisco 49ers 39,7,52,2,10,4,37,1,5
Dallas,10/01/2017,4,Clete Blakeman,Los Angeles Rams 35 @ Dallas Cowboys 30,7,41,2,10,3,13,2,18
Seattle,10/08/2017,5,Gene Steratore,Seattle Seahawks 16 @ Los Angeles Rams 10,5,45,2,15,2,20,1,10
Jacksonville,10/15/2017,6,Walt Coleman,Los Angeles Rams 27 @ Jacksonville Jaguars 17,7,70,2,15,2,30,3,25
Arizona,10/22/2017,7,Brad Allen,Arizona Cardinals 0 @ Los Angeles Rams 33,6,45,3,20,1,5,2,20
N.Y. Giants,11/05/2017,9,Ed Hochuli,Los Angeles Rams 51 @ New York Giants 17,6,55,3,35,1,5,2,15
Houston,11/12/2017,10,Pete Morelli,Houston Texans 7 @ Los Angeles Rams 33,10,86,4,30,5,47,1,9
Minnesota,11/19/2017,11,Walt Anderson,Los Angeles Rams 7 @ Minnesota Vikings 24,8,60,2,15,4,30,2,15
New Orleans,11/26/2017,12,John Parry,New Orleans Saints 20 @ Los Angeles Rams 26,9,90,4,36,2,19,3,35
Arizona,12/03/2017,13,Ron Torbert,Los Angeles Rams 32 @ Arizona Cardinals 16,7,36,4,20,1,5,2,11
Philadelphia,12/10/2017,14,Craig Wrolstad,Philadelphia Eagles 43 @ Los Angeles Rams 35,7,102,1,10,5,77,1,15
Seattle,12/17/2017,15,Ed Hochuli,Los Angeles Rams 42 @ Seattle Seahawks 7,3,25,2,10,1,15,0,0
Tennessee,12/24/2017,16,Brad Allen,Los Angeles Rams 27 @ Tennessee Titans 23,5,44,2,14,2,15,1,15
San Francisco,12/31/2017,17,Terry McAulay,San Francisco 49ers 34 @ Los Angeles Rams 13,6,46,3,23,1,8,2,15
Atlanta,01/06/2018,Wildcard Weekend,Ed Hochuli,Atlanta Falcons 26 @ Los Angeles Rams 13,5,45,3,30,1,5,1,10
Totals,,,,,112,967,47,358,38,366,27,243
