Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Seattle,09/12/2010,1.0,Mike Carey,San Francisco 49ers 6 @ Seattle Seahawks 31,8,60,5,35,2,20,1,5
New Orleans,09/20/2010,2.0,Al Riveron,New Orleans Saints 25 @ San Francisco 49ers 22,5,40,2,10,2,20,1,10
Kansas City,09/26/2010,3.0,Clete Blakeman,San Francisco 49ers 10 @ Kansas City Chiefs 31,6,55,4,40,0,0,2,15
Atlanta,10/03/2010,4.0,Tony Corrente,San Francisco 49ers 14 @ Atlanta Falcons 16,6,41,2,15,4,26,0,0
Philadelphia,10/10/2010,5.0,Walt Anderson,Philadelphia Eagles 27 @ San Francisco 49ers 24,10,65,8,50,0,0,2,15
Oakland,10/17/2010,6.0,Carl Cheffers,Oakland Raiders 9 @ San Francisco 49ers 17,11,143,6,57,2,61,3,25
Carolina,10/24/2010,7.0,Ron Winter,San Francisco 49ers 20 @ Carolina Panthers 23,11,81,5,38,5,34,1,9
Denver,10/31/2010,8.0,Scott Green,Denver Broncos 16 @ San Francisco 49ers 24,6,67,1,10,3,36,2,21
St. Louis,11/14/2010,10.0,Ed Hochuli,St. Louis Rams 20 @ San Francisco 49ers 23,14,105,6,45,8,60,0,0
Tampa Bay,11/21/2010,11.0,John Parry,Tampa Bay Buccaneers 21 @ San Francisco 49ers 0,3,18,1,10,1,3,1,5
Arizona,11/29/2010,12.0,Gene Steratore,San Francisco 49ers 27 @ Arizona Cardinals 6,6,40,4,25,0,0,2,15
Green Bay,12/05/2010,13.0,Bill Leavy,San Francisco 49ers 16 @ Green Bay Packers 34,6,32,1,5,4,20,1,7
Seattle,12/12/2010,14.0,Carl Cheffers,Seattle Seahawks 21 @ San Francisco 49ers 40,2,15,1,10,0,0,1,5
San Diego,12/16/2010,15.0,Clete Blakeman,San Francisco 49ers 7 @ San Diego Chargers 34,5,60,0,0,3,35,2,25
St. Louis,12/26/2010,16.0,Pete Morelli,San Francisco 49ers 17 @ St. Louis Rams 25,8,87,4,25,2,54,2,8
Arizona,01/02/2011,17.0,Mike Carey,Arizona Cardinals 7 @ San Francisco 49ers 38,5,25,2,10,2,10,1,5
Totals,,,,,112,934,52,385,38,379,22,170
