Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
San Francisco,09/13/2009,1,Don Carey,San Francisco 49ers 20 @ Arizona Cardinals 16,12,82,6,40,4,29,2,13
Jacksonville,09/20/2009,2,Gene Steratore,Arizona Cardinals 31 @ Jacksonville Jaguars 17,7,58,4,30,2,23,1,5
Indianapolis,09/27/2009,3,Pete Morelli,Indianapolis Colts 31 @ Arizona Cardinals 10,6,35,3,25,1,5,2,5
Houston,10/11/2009,5,Tony Corrente,Houston Texans 21 @ Arizona Cardinals 28,7,40,5,30,2,10,0,0
Seattle,10/18/2009,6,Carl Cheffers,Arizona Cardinals 27 @ Seattle Seahawks 3,7,76,5,36,1,30,1,10
N.Y. Giants,10/25/2009,7,Al Riveron,Arizona Cardinals 24 @ New York Giants 17,7,60,3,30,3,25,1,5
Carolina,11/01/2009,8,Mike Carey,Carolina Panthers 34 @ Arizona Cardinals 21,5,35,4,30,0,0,1,5
Chicago,11/08/2009,9,Ed Hochuli,Arizona Cardinals 41 @ Chicago Bears 21,2,15,1,10,0,0,1,5
Seattle,11/15/2009,10,Walt Coleman,Seattle Seahawks 20 @ Arizona Cardinals 31,11,136,4,45,6,76,1,15
St. Louis,11/22/2009,11,Bill Leavy,Arizona Cardinals 21 @ St. Louis Rams 13,6,40,3,20,2,10,1,10
Tennessee,11/29/2009,12,Terry McAulay,Arizona Cardinals 17 @ Tennessee Titans 20,4,25,3,20,0,0,1,5
Minnesota,12/06/2009,13,John Parry,Minnesota Vikings 17 @ Arizona Cardinals 30,6,50,4,30,0,0,2,20
San Francisco,12/14/2009,14,Jerome Boger,Arizona Cardinals 9 @ San Francisco 49ers 24,11,78,3,25,5,25,3,28
Detroit,12/20/2009,15,Jeff Triplette,Arizona Cardinals 31 @ Detroit Lions 24,8,65,2,10,3,35,3,20
St. Louis,12/27/2009,16,Al Riveron,St. Louis Rams 10 @ Arizona Cardinals 31,3,15,2,10,0,0,1,5
Green Bay,01/03/2010,17,Carl Cheffers,Green Bay Packers 33 @ Arizona Cardinals 7,7,76,3,28,2,43,2,5
Green Bay,01/10/2010,Wildcard Weekend,Scott Green,Green Bay Packers 45 @ Arizona Cardinals 51,9,56,2,9,7,47,0,0
New Orleans,01/16/2010,Divisional Playoffs,Ron Winter,Arizona Cardinals 14 @ New Orleans Saints 45,3,22,0,0,3,22,0,0
Totals,,,,,121,964,57,428,41,380,23,156
