Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
St. Louis,09/11/2011,1.0,Gene Steratore,Philadelphia Eagles 31 @ St. Louis Rams 13,8,91,4,25,4,66,0,0
Atlanta,09/18/2011,2.0,Carl Cheffers,Philadelphia Eagles 31 @ Atlanta Falcons 35,4,20,1,5,1,2,2,13
N.Y. Giants,09/25/2011,3.0,Jeff Triplette,New York Giants 29 @ Philadelphia Eagles 16,7,36,4,20,2,6,1,10
San Francisco,10/02/2011,4.0,Al Riveron,San Francisco 49ers 24 @ Philadelphia Eagles 23,5,55,3,25,2,30,0,0
Buffalo,10/09/2011,5.0,Walt Coleman,Philadelphia Eagles 24 @ Buffalo Bills 31,5,46,2,20,3,26,0,0
Washington,10/16/2011,6.0,Bill Leavy,Philadelphia Eagles 20 @ Washington Redskins 13,8,60,4,20,3,25,1,15
Dallas,10/30/2011,8.0,Gene Steratore,Dallas Cowboys 7 @ Philadelphia Eagles 34,6,33,4,25,1,3,1,5
Chicago,11/07/2011,9.0,Scott Green,Chicago Bears 30 @ Philadelphia Eagles 24,6,44,1,5,5,39,0,0
Arizona,11/13/2011,10.0,Walt Anderson,Arizona Cardinals 21 @ Philadelphia Eagles 17,11,97,6,52,5,45,0,0
N.Y. Giants,11/20/2011,11.0,Mike Carey,Philadelphia Eagles 17 @ New York Giants 10,5,30,3,20,2,10,0,0
New England,11/27/2011,12.0,Jerome Boger,New England Patriots 38 @ Philadelphia Eagles 20,10,60,4,25,5,25,1,10
Seattle,12/01/2011,13.0,Pete Morelli,Philadelphia Eagles 14 @ Seattle Seahawks 31,5,28,1,5,3,15,1,8
Miami,12/11/2011,14.0,Ron Winter,Philadelphia Eagles 26 @ Miami Dolphins 10,7,69,3,19,2,25,2,25
N.Y. Jets,12/18/2011,15.0,Clete Blakeman,New York Jets 19 @ Philadelphia Eagles 45,7,62,3,25,3,27,1,10
Dallas,12/24/2011,16.0,Bill Leavy,Philadelphia Eagles 20 @ Dallas Cowboys 7,5,47,3,27,0,0,2,20
Washington,01/01/2012,17.0,Carl Cheffers,Washington Redskins 10 @ Philadelphia Eagles 34,8,75,4,40,4,35,0,0
Totals,,,,,107,853,50,358,45,379,12,116
