Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Tampa Bay,09/09/2018,1,John Parry,Tampa Bay Buccaneers 48 @ New Orleans Saints 40,8,77,2,15,5,52,1,10
Cleveland,09/16/2018,2,Ron Torbert,Cleveland Browns 18 @ New Orleans Saints 21,4,53,2,20,2,33,0,0
Atlanta,09/23/2018,3,Walt Anderson,New Orleans Saints 43 @ Atlanta Falcons 37,11,120,6,45,3,54,2,21
N.Y. Giants,09/30/2018,4,Pete Morelli,New Orleans Saints 33 @ New York Giants 18,5,51,2,15,1,15,2,21
Washington,10/08/2018,5,Carl Cheffers,Washington Redskins 19 @ New Orleans Saints 43,4,45,3,30,0,0,1,15
Baltimore,10/21/2018,7,John Parry,New Orleans Saints 24 @ Baltimore Ravens 23,6,52,2,10,4,42,0,0
Minnesota,10/28/2018,8,Craig Wrolstad,New Orleans Saints 30 @ Minnesota Vikings 20,7,64,3,29,4,35,0,0
LA Rams,11/04/2018,9,Bill Vinovich,Los Angeles Rams 35 @ New Orleans Saints 45,2,20,1,15,1,5,0,0
Cincinnati,11/11/2018,10,Tony Corrente,New Orleans Saints 51 @ Cincinnati Bengals 14,1,5,1,5,0,0,0,0
Philadelphia,11/18/2018,11,Carl Cheffers,Philadelphia Eagles 7 @ New Orleans Saints 48,8,69,2,10,2,21,4,38
Atlanta,11/22/2018,12,John Hussey,Atlanta Falcons 17 @ New Orleans Saints 31,3,19,2,15,1,4,0,0
Dallas,11/29/2018,13,Walt Anderson,New Orleans Saints 10 @ Dallas Cowboys 13,5,48,0,0,3,29,2,19
Tampa Bay,12/09/2018,14,Jerome Boger,New Orleans Saints 28 @ Tampa Bay Buccaneers 14,6,51,3,22,3,29,0,0
Carolina,12/17/2018,15,Tony Corrente,New Orleans Saints 12 @ Carolina Panthers 9,9,80,6,50,1,15,2,15
Pittsburgh,12/23/2018,16,Craig Wrolstad,Pittsburgh Steelers 28 @ New Orleans Saints 31,9,91,4,40,4,46,1,5
Carolina,12/30/2018,17,Bill Vinovich,Carolina Panthers 33 @ New Orleans Saints 14,6,94,2,15,4,79,0,0
Philadelphia,01/13/2019,Divisional Playoffs,Carl Cheffers,Philadelphia Eagles 14 @ New Orleans Saints 20,11,84,6,45,2,19,3,20
LA Rams,01/20/2019,Conference Championships,Bill Vinovich,Los Angeles Rams 26 @ New Orleans Saints 23,3,20,1,10,1,5,1,5
Totals,,,,,108,1043,48,391,41,483,19,169
